last_name, first_name,player_id,name_abbrev,team_id,position_name,age,bat_side,seconds_since_hit_000,seconds_since_hit_005,seconds_since_hit_010,seconds_since_hit_015,seconds_since_hit_020,seconds_since_hit_025,seconds_since_hit_030,seconds_since_hit_035,seconds_since_hit_040,seconds_since_hit_045,seconds_since_hit_050,seconds_since_hit_055,seconds_since_hit_060,seconds_since_hit_065,seconds_since_hit_070,seconds_since_hit_075,seconds_since_hit_080,seconds_since_hit_085,seconds_since_hit_090
Rodríguez, Julio,677594,SEA,136,CF,22,R,0.00,0.56,0.87,1.13,1.36,1.57,1.77,1.96,2.15,2.33,2.51,2.68,2.85,3.01,3.18,3.34,3.50,3.67,3.83
Rogers, Jake,668670,DET,116,C,28,R,0.00,0.57,0.90,1.17,1.42,1.65,1.87,2.08,2.28,2.48,2.67,2.86,3.05,3.23,3.41,3.59,3.77,3.95,4.13
Rojas, Johan,679032,PHI,143,CF,22,R,0.00,0.56,0.87,1.13,1.36,1.58,1.78,1.97,2.16,2.34,2.51,2.68,2.85,3.02,3.18,3.35,3.51,3.67,3.84
Rojas, Josh,668942,SEA,136,3B,29,L,0.00,0.54,0.85,1.11,1.35,1.58,1.79,1.99,2.19,2.38,2.57,2.76,2.94,3.12,3.30,3.49,3.67,3.86,4.05
Rojas, Miguel,500743,LAD,119,SS,34,R,0.00,0.56,0.89,1.17,1.41,1.64,1.86,2.07,2.27,2.47,2.67,2.86,3.05,3.23,3.42,3.60,3.79,3.98,4.19
Rooker, Brent,667670,OAK,133,DH,28,R,0.00,0.55,0.87,1.13,1.37,1.60,1.81,2.01,2.21,2.40,2.59,2.78,2.96,3.14,3.32,3.50,3.68,3.86,4.05
Rosario, Amed,642708,LAD,119,SS,27,R,0.00,0.56,0.89,1.15,1.39,1.61,1.81,2.01,2.20,2.38,2.56,2.74,2.91,3.08,3.25,3.42,3.58,3.75,3.93
Rosario, Eddie,592696,ATL,144,LF,31,L,0.00,0.55,0.86,1.12,1.35,1.57,1.77,1.97,2.16,2.35,2.53,2.71,2.89,3.06,3.24,3.41,3.59,3.77,3.96
Ruiz, Esteury,665923,OAK,133,CF,24,R,0.00,0.54,0.84,1.09,1.32,1.53,1.73,1.93,2.11,2.29,2.47,2.64,2.81,2.97,3.14,3.30,3.46,3.63,3.80
Ruiz, Keibert,660688,WSH,120,C,24,L,0.00,0.55,0.87,1.14,1.39,1.62,1.84,2.05,2.26,2.46,2.66,2.85,3.05,3.24,3.43,3.63,3.83,4.04,4.26
Ruiz, Keibert,660688,WSH,120,C,24,R,0.00,0.58,0.92,1.21,1.46,1.70,1.93,2.15,2.36,2.56,2.76,2.96,3.16,3.36,3.55,3.75,3.95,4.16,4.37
Rutschman, Adley,668939,BAL,110,C,25,L,0.00,0.56,0.87,1.14,1.38,1.61,1.82,2.03,2.23,2.42,2.61,2.80,2.99,3.17,3.35,3.53,3.72,3.91,4.12
Rutschman, Adley,668939,BAL,110,C,25,R,0.00,0.57,0.90,1.18,1.43,1.66,1.88,2.08,2.29,2.48,2.68,2.87,3.06,3.24,3.43,3.62,3.80,3.99,4.19
Sabol, Blake,666165,SF,137,C,25,L,0.00,0.54,0.84,1.09,1.33,1.55,1.76,1.96,2.15,2.35,2.53,2.72,2.90,3.08,3.26,3.43,3.61,3.80,3.99
Santana, Carlos,467793,MIL,158,1B,37,R,0.00,0.57,0.90,1.17,1.42,1.65,1.86,2.07,2.27,2.47,2.66,2.85,3.04,3.23,3.41,3.59,3.78,3.96,4.15
Santana, Carlos,467793,MIL,158,1B,37,L,0.00,0.54,0.84,1.11,1.35,1.58,1.79,2.00,2.20,2.40,2.59,2.78,2.97,3.16,3.35,3.54,3.74,3.94,4.16
Santander, Anthony,623993,BAL,110,RF,28,R,0.00,0.58,0.90,1.18,1.42,1.65,1.86,2.07,2.27,2.46,2.65,2.83,3.01,3.19,3.37,3.55,3.72,3.90,4.09
Santander, Anthony,623993,BAL,110,RF,28,L,0.00,0.56,0.88,1.15,1.39,1.62,1.83,2.04,2.24,2.43,2.63,2.81,3.00,3.19,3.37,3.56,3.76,3.96,4.18
Schmitt, Casey,669477,SF,137,SS,24,R,0.00,0.55,0.87,1.13,1.37,1.59,1.81,2.01,2.20,2.39,2.58,2.76,2.94,3.12,3.30,3.47,3.64,3.82,4.00
Schoop, Jonathan,570731,DET,116,3B,31,R,0.00,0.57,0.89,1.17,1.42,1.65,1.87,2.07,2.28,2.47,2.67,2.86,3.04,3.23,3.41,3.59,3.77,3.96,4.15
Schwarber, Kyle,656941,PHI,143,LF,30,L,0.00,0.55,0.86,1.14,1.38,1.61,1.84,2.05,2.25,2.45,2.65,2.84,3.03,3.22,3.42,3.61,3.81,4.02,4.24
Seager, Corey,608369,TEX,140,SS,29,L,0.00,0.53,0.84,1.11,1.35,1.58,1.79,2.00,2.20,2.40,2.59,2.78,2.97,3.15,3.34,3.53,3.71,3.91,4.12
Segura, Jean,516416,MIA,146,3B,33,R,0.00,0.57,0.89,1.16,1.40,1.62,1.83,2.04,2.23,2.42,2.60,2.78,2.96,3.14,3.32,3.49,3.66,3.84,4.02
Semien, Marcus,543760,TEX,140,2B,32,R,0.00,0.55,0.86,1.12,1.35,1.57,1.77,1.97,2.16,2.35,2.53,2.70,2.88,3.05,3.22,3.39,3.56,3.73,3.91
Senzel, Nick,669222,CIN,113,3B,28,R,0.00,0.56,0.87,1.14,1.38,1.60,1.81,2.02,2.21,2.40,2.58,2.77,2.94,3.12,3.30,3.47,3.64,3.82,4.00
Sheets, Gavin,657757,CWS,145,RF,27,L,0.00,0.55,0.87,1.14,1.39,1.62,1.84,2.05,2.25,2.45,2.65,2.84,3.03,3.21,3.40,3.58,3.76,3.95,4.15
Short, Zack,670097,DET,116,2B,28,R,0.00,0.56,0.89,1.16,1.40,1.62,1.83,2.04,2.23,2.42,2.61,2.79,2.97,3.15,3.33,3.50,3.67,3.85,4.03
Singleton, Jon,572138,HOU,117,1B,31,L,0.00,0.56,0.89,1.16,1.41,1.64,1.86,2.07,2.28,2.47,2.67,2.86,3.04,3.23,3.41,3.60,3.78,3.98,4.18
Siri, Jose,642350,TB,139,CF,27,R,0.00,0.56,0.87,1.13,1.36,1.58,1.78,1.97,2.16,2.34,2.51,2.68,2.85,3.01,3.17,3.34,3.49,3.65,3.82
Slater, Austin,596103,SF,137,LF,30,R,0.00,0.56,0.88,1.14,1.38,1.60,1.81,2.01,2.20,2.39,2.58,2.76,2.94,3.12,3.29,3.47,3.65,3.83,4.01
Smith, Dominic,642086,WSH,120,1B,28,L,0.00,0.55,0.88,1.15,1.41,1.64,1.87,2.08,2.29,2.49,2.69,2.88,3.08,3.26,3.46,3.65,3.84,4.03,4.24
Smith, Josh H.,669701,TEX,140,SS,25,L,0.00,0.54,0.83,1.09,1.32,1.53,1.73,1.93,2.11,2.30,2.47,2.65,2.82,2.99,3.16,3.33,3.50,3.67,3.85
Smith, Kevin,675656,OAK,133,SS,26,R,0.00,0.59,0.91,1.18,1.42,1.64,1.86,2.06,2.26,2.45,2.64,2.83,3.01,3.19,3.37,3.55,3.73,3.91,4.10
Smith, Pavin,656976,AZ,109,DH,27,L,0.00,0.54,0.85,1.12,1.36,1.59,1.81,2.01,2.21,2.41,2.60,2.79,2.98,3.16,3.35,3.54,3.73,3.94,4.16
Smith, Will,669257,LAD,119,C,28,R,0.00,0.57,0.89,1.16,1.40,1.62,1.84,2.04,2.23,2.42,2.61,2.79,2.98,3.16,3.34,3.52,3.69,3.87,4.06
Soderstrom, Tyler,691016,OAK,133,C,21,L,0.00,0.54,0.85,1.12,1.36,1.58,1.80,2.00,2.20,2.40,2.59,2.78,2.97,3.15,3.34,3.52,3.71,3.89,4.09
Solano, Donovan,456781,MIN,142,1B,35,R,0.00,0.57,0.91,1.19,1.44,1.67,1.90,2.11,2.32,2.52,2.72,2.91,3.11,3.30,3.49,3.68,3.88,4.09,4.30
Soler, Jorge,624585,MIA,146,DH,31,R,0.00,0.57,0.91,1.19,1.44,1.68,1.90,2.11,2.31,2.51,2.70,2.89,3.08,3.26,3.45,3.63,3.81,4.01,4.21
Sosa, Edmundo,624641,PHI,143,3B,27,R,0.00,0.55,0.86,1.12,1.35,1.56,1.77,1.96,2.14,2.33,2.50,2.68,2.84,3.01,3.18,3.34,3.51,3.68,3.85
Sosa, Lenyn,672820,CWS,145,2B,23,R,0.00,0.56,0.89,1.16,1.40,1.63,1.84,2.04,2.24,2.43,2.62,2.80,2.99,3.17,3.34,3.52,3.70,3.88,4.07
Soto, Juan,665742,SD,135,LF,24,L,0.00,0.55,0.86,1.12,1.36,1.58,1.79,2.00,2.20,2.39,2.57,2.76,2.94,3.12,3.30,3.48,3.66,3.84,4.04
Springer, George,543807,TOR,141,RF,33,R,0.00,0.55,0.87,1.13,1.37,1.59,1.79,1.99,2.19,2.37,2.56,2.73,2.91,3.08,3.26,3.43,3.60,3.77,3.95
Stallings, Jacob,607732,MIA,146,C,33,R,0.00,0.57,0.93,1.23,1.50,1.75,2.00,2.23,2.45,2.67,2.89,3.10,3.30,3.51,3.72,3.92,4.12,4.33,4.55
Stanton, Giancarlo,519317,NYY,147,DH,33,R,0.00,0.55,0.87,1.14,1.39,1.62,1.84,2.06,2.26,2.47,2.67,2.88,3.08,3.28,3.48,3.68,3.89,4.10,4.34
Steer, Spencer,668715,CIN,113,1B,25,R,0.00,0.55,0.87,1.14,1.39,1.61,1.82,2.03,2.22,2.41,2.60,2.78,2.96,3.14,3.32,3.49,3.66,3.83,4.01
Stephenson, Tyler,663886,CIN,113,C,26,R,0.00,0.57,0.90,1.18,1.43,1.66,1.88,2.08,2.29,2.48,2.68,2.87,3.05,3.24,3.42,3.61,3.79,3.98,4.17
Stewart, DJ,621466,NYM,121,RF,29,L,0.00,0.52,0.83,1.09,1.33,1.55,1.77,1.97,2.17,2.36,2.55,2.74,2.93,3.11,3.30,3.48,3.66,3.85,4.04
Story, Trevor,596115,BOS,111,SS,30,R,0.00,0.56,0.87,1.13,1.36,1.57,1.78,1.97,2.16,2.34,2.52,2.70,2.87,3.04,3.21,3.37,3.54,3.71,3.89
Stott, Bryson,681082,PHI,143,2B,25,L,0.00,0.54,0.85,1.11,1.34,1.56,1.76,1.96,2.15,2.33,2.51,2.69,2.86,3.03,3.20,3.37,3.54,3.71,3.90
Straw, Myles,664702,CLE,114,CF,28,R,0.00,0.55,0.86,1.12,1.35,1.56,1.76,1.96,2.15,2.33,2.51,2.68,2.85,3.02,3.19,3.35,3.52,3.68,3.85
Stubbs, Garrett,596117,PHI,143,C,30,L,0.00,0.51,0.81,1.06,1.29,1.50,1.70,1.90,2.09,2.27,2.45,2.64,2.81,2.99,3.16,3.34,3.51,3.68,3.87
Suwinski, Jack,669261,PIT,134,CF,24,L,0.00,0.52,0.81,1.07,1.30,1.51,1.71,1.91,2.10,2.28,2.46,2.64,2.81,2.98,3.15,3.32,3.49,3.67,3.84
Suzuki, Seiya,673548,CHC,112,RF,28,R,0.00,0.56,0.87,1.13,1.37,1.58,1.79,1.99,2.18,2.37,2.55,2.73,2.90,3.07,3.24,3.41,3.58,3.75,3.93
Suárez, Eugenio,553993,SEA,136,3B,31,R,0.00,0.56,0.89,1.16,1.41,1.64,1.85,2.06,2.27,2.46,2.65,2.84,3.03,3.22,3.40,3.58,3.77,3.96,4.15
Swanson, Dansby,621020,CHC,112,SS,29,R,0.00,0.55,0.87,1.13,1.37,1.59,1.79,1.99,2.18,2.37,2.55,2.73,2.90,3.07,3.24,3.42,3.58,3.76,3.93
Sánchez, Gary,596142,SD,135,C,30,R,0.00,0.58,0.93,1.22,1.48,1.73,1.96,2.18,2.39,2.60,2.80,3.00,3.20,3.40,3.60,3.79,3.99,4.19,4.39
Sánchez, Jesús,660821,MIA,146,RF,25,L,0.00,0.55,0.85,1.11,1.34,1.56,1.77,1.97,2.16,2.35,2.53,2.72,2.89,3.07,3.24,3.42,3.60,3.78,3.96
Tapia, Raimel,606132,MIL,158,RF,29,L,0.00,0.54,0.83,1.08,1.30,1.52,1.72,1.91,2.10,2.28,2.46,2.63,2.80,2.97,3.14,3.31,3.48,3.66,3.86
Tatis Jr., Fernando,665487,SD,135,RF,24,R,0.00,0.56,0.87,1.13,1.36,1.58,1.79,1.98,2.17,2.36,2.53,2.71,2.88,3.05,3.22,3.39,3.56,3.72,3.90
Tauchman, Mike,643565,CHC,112,CF,32,L,0.00,0.53,0.83,1.08,1.32,1.53,1.74,1.94,2.13,2.32,2.50,2.69,2.86,3.04,3.22,3.39,3.57,3.75,3.94
Taveras, Leody,665750,TEX,140,CF,24,R,0.00,0.57,0.89,1.14,1.38,1.59,1.79,1.98,2.17,2.35,2.52,2.70,2.87,3.03,3.20,3.36,3.52,3.69,3.86
Taveras, Leody,665750,TEX,140,CF,24,L,0.00,0.54,0.83,1.08,1.31,1.52,1.72,1.91,2.09,2.27,2.45,2.62,2.79,2.96,3.13,3.29,3.46,3.63,3.81
Taylor, Chris,621035,LAD,119,LF,32,R,0.00,0.57,0.90,1.16,1.40,1.63,1.84,2.04,2.23,2.42,2.61,2.79,2.97,3.15,3.32,3.49,3.67,3.84,4.02
Taylor, Michael A.,572191,MIN,142,CF,32,R,0.00,0.53,0.84,1.10,1.33,1.54,1.74,1.94,2.13,2.31,2.49,2.66,2.83,3.01,3.18,3.34,3.51,3.68,3.85
Taylor, Samad,669392,KC,118,LF,24,R,0.00,0.58,0.89,1.15,1.38,1.60,1.80,2.00,2.18,2.36,2.54,2.72,2.89,3.06,3.23,3.40,3.57,3.74,3.91
Taylor, Tyrone,621438,MIL,158,RF,29,R,0.00,0.57,0.88,1.15,1.38,1.60,1.81,2.00,2.19,2.38,2.56,2.74,2.92,3.09,3.26,3.43,3.60,3.77,3.95
Tellez, Rowdy,642133,MIL,158,1B,28,L,0.00,0.57,0.91,1.19,1.45,1.69,1.92,2.14,2.35,2.56,2.77,2.97,3.17,3.37,3.56,3.76,3.96,4.17,4.39
Thaiss, Matt,642136,LAA,108,C,28,L,0.00,0.55,0.88,1.15,1.41,1.64,1.87,2.09,2.30,2.50,2.71,2.91,3.11,3.30,3.50,3.70,3.92,4.15,4.40
Thomas, Alek,677950,AZ,109,CF,23,L,0.00,0.53,0.83,1.08,1.31,1.53,1.73,1.93,2.12,2.30,2.48,2.66,2.83,3.00,3.18,3.34,3.51,3.69,3.88
Thomas, Lane,657041,WSH,120,RF,27,R,0.00,0.56,0.87,1.13,1.37,1.58,1.79,1.98,2.18,2.36,2.54,2.71,2.88,3.06,3.22,3.39,3.56,3.72,3.89
Thompson, Bubba,669352,TEX,140,LF,25,R,0.00,0.55,0.86,1.11,1.34,1.54,1.74,1.93,2.11,2.29,2.46,2.63,2.79,2.95,3.12,3.27,3.43,3.60,3.78
Thompson, Trayce,572204,CWS,145,CF,32,R,0.00,0.55,0.88,1.15,1.40,1.62,1.84,2.04,2.25,2.44,2.62,2.81,3.00,3.18,3.36,3.54,3.72,3.90,4.10
Toglia, Michael,669911,COL,115,1B,24,L,0.00,0.54,0.84,1.09,1.33,1.55,1.76,1.96,2.15,2.34,2.52,2.70,2.88,3.06,3.23,3.40,3.57,3.75,3.94
Torkelson, Spencer,679529,DET,116,1B,23,R,0.00,0.56,0.88,1.15,1.39,1.62,1.83,2.03,2.23,2.42,2.61,2.80,2.98,3.16,3.34,3.51,3.69,3.87,4.05
Torres, Gleyber,650402,NYY,147,2B,26,R,0.00,0.57,0.90,1.17,1.42,1.65,1.87,2.07,2.28,2.47,2.66,2.85,3.03,3.22,3.40,3.59,3.77,3.96,4.15
Tovar, Ezequiel,678662,COL,115,SS,21,R,0.00,0.55,0.87,1.13,1.37,1.59,1.80,2.00,2.19,2.38,2.56,2.75,2.92,3.10,3.28,3.45,3.63,3.80,3.99
Trejo, Alan,676701,COL,115,2B,27,R,0.00,0.57,0.90,1.19,1.44,1.67,1.89,2.10,2.31,2.51,2.70,2.90,3.08,3.27,3.46,3.64,3.83,4.02,4.22
Trevino, Jose,624431,NYY,147,C,30,R,0.00,0.56,0.90,1.17,1.43,1.66,1.89,2.11,2.32,2.53,2.73,2.94,3.14,3.34,3.54,3.75,3.95,4.16,4.39
Triolo, Jared,669707,PIT,134,3B,25,R,0.00,0.56,0.87,1.13,1.37,1.59,1.80,2.00,2.19,2.38,2.56,2.74,2.92,3.09,3.26,3.43,3.60,3.77,3.95
Trout, Mike,545361,LAA,108,CF,31,R,0.00,0.54,0.84,1.09,1.32,1.53,1.73,1.92,2.10,2.28,2.46,2.63,2.80,2.96,3.13,3.29,3.46,3.63,3.80
Tucker, Kyle,663656,HOU,117,RF,26,L,0.00,0.54,0.84,1.10,1.34,1.56,1.77,1.97,2.16,2.35,2.54,2.72,2.90,3.08,3.26,3.44,3.63,3.82,4.03
Turang, Brice,668930,MIL,158,2B,23,L,0.00,0.53,0.82,1.07,1.29,1.50,1.70,1.89,2.07,2.25,2.43,2.60,2.77,2.94,3.10,3.27,3.43,3.61,3.78
Turner, Justin,457759,BOS,111,DH,38,R,0.00,0.57,0.91,1.20,1.45,1.69,1.92,2.13,2.35,2.55,2.75,2.95,3.15,3.34,3.54,3.73,3.92,4.12,4.33
Turner, Trea,607208,PHI,143,SS,30,R,0.00,0.56,0.88,1.13,1.36,1.58,1.78,1.96,2.15,2.32,2.49,2.66,2.83,2.99,3.15,3.31,3.47,3.63,3.79
Urshela, Gio,570482,LAA,108,3B,31,R,0.00,0.57,0.90,1.17,1.42,1.64,1.86,2.07,2.27,2.46,2.66,2.84,3.03,3.22,3.40,3.58,3.76,3.95,4.15
Urías, Luis,649966,BOS,111,2B,26,R,0.00,0.55,0.88,1.15,1.39,1.62,1.84,2.05,2.25,2.45,2.65,2.84,3.03,3.22,3.41,3.60,3.79,3.99,4.20
Urías, Ramón,602104,BAL,110,3B,29,R,0.00,0.56,0.89,1.17,1.41,1.64,1.86,2.07,2.27,2.47,2.67,2.86,3.05,3.23,3.41,3.60,3.78,3.97,4.16
Valdez, Enmanuel,665839,BOS,111,2B,24,L,0.00,0.54,0.86,1.13,1.37,1.60,1.82,2.03,2.22,2.42,2.61,2.80,2.99,3.17,3.36,3.55,3.75,3.97,4.20
Vargas, Ildemaro,545121,WSH,120,3B,31,R,0.00,0.56,0.88,1.15,1.40,1.62,1.84,2.04,2.24,2.43,2.62,2.81,2.99,3.17,3.35,3.53,3.71,3.88,4.07
Vargas, Ildemaro,545121,WSH,120,3B,31,L,0.00,0.53,0.84,1.10,1.34,1.56,1.77,1.98,2.17,2.36,2.55,2.74,2.92,3.11,3.29,3.47,3.65,3.85,4.06
Vargas, Miguel,678246,LAD,119,2B,23,R,0.00,0.56,0.89,1.16,1.40,1.62,1.83,2.03,2.23,2.42,2.60,2.78,2.96,3.14,3.31,3.48,3.65,3.82,4.01
Varsho, Daulton,662139,TOR,141,LF,26,L,0.00,0.54,0.84,1.09,1.32,1.54,1.74,1.94,2.13,2.31,2.49,2.67,2.85,3.02,3.19,3.36,3.54,3.72,3.91
Vaughn, Andrew,683734,CWS,145,1B,25,R,0.00,0.57,0.90,1.19,1.44,1.68,1.90,2.12,2.33,2.54,2.74,2.93,3.13,3.32,3.52,3.71,3.90,4.10,4.31
Vavra, Terrin,679631,BAL,110,RF,26,L,0.00,0.53,0.83,1.08,1.31,1.53,1.74,1.94,2.13,2.32,2.50,2.68,2.86,3.04,3.21,3.39,3.56,3.74,3.92
Velázquez, Nelson,676369,KC,118,RF,24,R,0.00,0.55,0.87,1.13,1.36,1.58,1.79,1.99,2.18,2.37,2.56,2.74,2.92,3.10,3.28,3.46,3.63,3.81,4.00
Verdugo, Alex,657077,BOS,111,RF,27,L,0.00,0.54,0.84,1.11,1.34,1.56,1.77,1.97,2.17,2.36,2.54,2.73,2.91,3.09,3.26,3.44,3.61,3.80,3.99
Vientos, Mark,668901,NYM,121,DH,23,R,0.00,0.58,0.92,1.20,1.45,1.68,1.91,2.12,2.33,2.52,2.72,2.92,3.10,3.29,3.48,3.67,3.85,4.04,4.24
Vierling, Matt,663837,DET,116,RF,26,R,0.00,0.57,0.89,1.16,1.39,1.61,1.82,2.01,2.20,2.39,2.57,2.74,2.92,3.09,3.26,3.42,3.59,3.76,3.94
Villar, David,681584,SF,137,2B,26,R,0.00,0.57,0.91,1.20,1.45,1.69,1.91,2.13,2.34,2.54,2.74,2.93,3.13,3.32,3.51,3.70,3.89,4.09,4.29
Vogelbach, Daniel,596129,NYM,121,DH,30,L,0.00,0.56,0.89,1.18,1.44,1.68,1.91,2.13,2.35,2.56,2.77,2.97,3.17,3.37,3.57,3.77,3.98,4.19,4.41
Volpe, Anthony,683011,NYY,147,SS,22,R,0.00,0.55,0.86,1.12,1.35,1.57,1.77,1.97,2.16,2.35,2.53,2.71,2.89,3.07,3.24,3.41,3.58,3.76,3.94
Votto, Joey,458015,CIN,113,1B,39,L,0.00,0.56,0.87,1.15,1.40,1.63,1.85,2.07,2.27,2.47,2.67,2.87,3.06,3.25,3.44,3.63,3.83,4.04,4.26
Vázquez, Christian,543877,MIN,142,C,32,R,0.00,0.57,0.91,1.19,1.45,1.69,1.92,2.13,2.34,2.55,2.75,2.95,3.14,3.34,3.53,3.73,3.92,4.13,4.34
Wade Jr., LaMonte,664774,SF,137,1B,29,L,0.00,0.54,0.85,1.12,1.36,1.58,1.80,2.00,2.20,2.40,2.59,2.77,2.96,3.14,3.32,3.50,3.69,3.88,4.08
Wade, Tyler,642180,OAK,133,SS,28,L,0.00,0.54,0.84,1.09,1.32,1.53,1.73,1.92,2.11,2.29,2.47,2.64,2.81,2.99,3.16,3.33,3.50,3.68,3.86
Walker, Christian,572233,AZ,109,1B,32,R,0.00,0.56,0.89,1.17,1.41,1.65,1.87,2.08,2.28,2.48,2.67,2.86,3.05,3.23,3.42,3.60,3.79,3.97,4.17
Walker, Jordan,691023,STL,138,RF,21,R,0.00,0.53,0.84,1.09,1.33,1.54,1.74,1.94,2.13,2.31,2.49,2.67,2.85,3.02,3.19,3.36,3.52,3.69,3.87
Wallach, Chad,595453,LAA,108,C,31,R,0.00,0.56,0.91,1.20,1.47,1.72,1.96,2.18,2.40,2.62,2.83,3.04,3.24,3.45,3.65,3.85,4.05,4.26,4.48
Wallner, Matt,670242,MIN,142,LF,25,L,0.00,0.52,0.82,1.08,1.31,1.53,1.73,1.93,2.13,2.31,2.49,2.67,2.84,3.02,3.19,3.37,3.54,3.72,3.91
Walls, Taylor,670764,TB,139,2B,26,L,0.00,0.53,0.83,1.08,1.31,1.52,1.73,1.92,2.11,2.30,2.48,2.66,2.83,3.01,3.18,3.35,3.52,3.69,3.87
Ward, Taylor,621493,LAA,108,LF,29,R,0.00,0.56,0.88,1.14,1.37,1.59,1.80,1.99,2.19,2.37,2.55,2.73,2.91,3.08,3.25,3.42,3.59,3.76,3.94
Waters, Drew,671221,KC,118,CF,24,L,0.00,0.52,0.82,1.07,1.29,1.51,1.71,1.91,2.10,2.28,2.46,2.63,2.81,2.98,3.15,3.32,3.49,3.67,3.87
Waters, Drew,671221,KC,118,CF,24,R,0.00,0.57,0.89,1.15,1.38,1.60,1.81,2.00,2.20,2.38,2.56,2.74,2.92,3.09,3.26,3.43,3.60,3.78,3.95
Wendle, Joey,621563,MIA,146,SS,33,L,0.00,0.54,0.84,1.10,1.33,1.55,1.76,1.96,2.15,2.34,2.52,2.70,2.88,3.06,3.24,3.41,3.59,3.77,3.96
Westburg, Jordan,676059,BAL,110,2B,24,R,0.00,0.55,0.85,1.11,1.34,1.55,1.75,1.95,2.13,2.32,2.50,2.67,2.85,3.02,3.19,3.36,3.52,3.70,3.87
Wiemer, Joey,686894,MIL,158,CF,24,R,0.00,0.55,0.87,1.13,1.37,1.58,1.79,1.99,2.18,2.37,2.54,2.72,2.90,3.07,3.24,3.41,3.58,3.75,3.93
Williams, Alika,675961,PIT,134,SS,24,R,0.00,0.56,0.88,1.14,1.38,1.60,1.81,2.01,2.21,2.40,2.59,2.77,2.95,3.13,3.31,3.48,3.66,3.83,4.01
Wisdom, Patrick,621550,CHC,112,3B,31,R,0.00,0.56,0.88,1.14,1.38,1.61,1.82,2.02,2.22,2.40,2.59,2.77,2.95,3.13,3.30,3.48,3.65,3.83,4.01
Wisely, Brett,689172,SF,137,2B,24,L,0.00,0.54,0.84,1.10,1.33,1.55,1.75,1.95,2.15,2.33,2.52,2.70,2.87,3.05,3.22,3.39,3.57,3.75,3.93
Witt Jr., Bobby,677951,KC,118,SS,23,R,0.00,0.55,0.86,1.11,1.34,1.55,1.75,1.94,2.12,2.30,2.47,2.64,2.81,2.97,3.14,3.30,3.46,3.62,3.79
Wong, Connor,657136,BOS,111,C,27,R,0.00,0.56,0.87,1.13,1.36,1.58,1.79,1.99,2.18,2.37,2.55,2.73,2.91,3.09,3.26,3.43,3.60,3.78,3.96
Wong, Kolten,543939,SEA,136,2B,32,L,0.00,0.53,0.83,1.09,1.32,1.54,1.75,1.95,2.14,2.34,2.52,2.70,2.89,3.06,3.24,3.42,3.61,3.80,4.00
Wynns, Austin,642851,COL,115,C,32,R,0.00,0.57,0.92,1.21,1.48,1.73,1.96,2.19,2.41,2.62,2.83,3.03,3.24,3.44,3.64,3.84,4.04,4.26,4.48
Yastrzemski, Mike,573262,SF,137,CF,32,L,0.00,0.55,0.85,1.10,1.34,1.55,1.76,1.96,2.16,2.35,2.53,2.72,2.90,3.08,3.26,3.43,3.60,3.78,4.03
Yelich, Christian,592885,MIL,158,LF,31,L,0.00,0.53,0.83,1.08,1.31,1.53,1.74,1.93,2.12,2.30,2.48,2.66,2.83,3.01,3.18,3.35,3.52,3.70,3.88
Yoshida, Masataka,807799,BOS,111,LF,29,L,0.00,0.55,0.87,1.14,1.38,1.61,1.82,2.03,2.23,2.43,2.62,2.81,3.00,3.18,3.37,3.55,3.74,3.93,4.13
Zavala, Seby,664874,CWS,145,C,29,R,0.00,0.56,0.90,1.18,1.43,1.66,1.88,2.10,2.30,2.50,2.70,2.89,3.08,3.27,3.46,3.64,3.83,4.01,4.21
Zunino, Mike,572287,CLE,114,C,32,R,0.00,0.57,0.91,1.19,1.44,1.67,1.89,2.11,2.32,2.52,2.72,2.91,3.10,3.29,3.48,3.67,3.86,4.04,4.24
d'Arnaud, Travis,518595,ATL,144,C,34,R,0.00,0.58,0.91,1.19,1.45,1.68,1.90,2.11,2.32,2.52,2.71,2.91,3.09,3.28,3.47,3.65,3.84,4.03,4.23